person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
32.0,0,3,95895.0,7,0,24000.0,3,18.62,0.25,8.0,555,0,1
33.0,0,0,37333.0,9,3,6500.0,0,8.49,0.17,10.0,697,1,0
22.0,0,1,54817.0,4,3,4000.0,0,11.01,0.07,4.0,709,0,0
26.0,1,1,73086.0,0,0,10500.0,4,12.94,0.14,5.0,694,0,0
25.0,1,3,63577.0,0,3,6000.0,5,12.87,0.09,4.0,590,1,0
23.0,1,4,58777.0,3,0,20000.0,5,12.18,0.34,2.0,673,0,0
32.0,1,3,39351.0,6,3,10400.0,0,15.27,0.26,9.0,614,0,1
28.0,1,3,87243.0,2,0,6000.0,1,15.37,0.07,10.0,645,1,0
24.0,0,3,52666.0,3,3,5000.0,3,7.14,0.09,4.0,650,1,0
21.0,1,0,31100.0,0,3,5000.0,0,12.86,0.16,2.0,642,0,1
22.0,0,1,29831.0,0,3,9250.0,2,8.94,0.31,2.0,649,0,1
23.0,0,1,90935.0,0,2,20400.0,5,7.74,0.22,4.0,616,1,0
30.0,1,1,116131.0,8,3,4000.0,5,10.75,0.03,5.0,684,1,0
25.0,0,4,264374.0,3,0,25000.0,1,12.38,0.09,2.0,605,1,0
24.0,1,3,73978.0,1,1,18000.0,0,11.26,0.24,4.0,655,0,1
22.0,0,3,50286.0,0,0,7000.0,0,7.9,0.14,4.0,594,0,1
33.0,1,0,23949.0,12,3,3243.0,1,16.22,0.14,7.0,540,0,1
23.0,1,1,108704.0,3,3,7500.0,5,15.58,0.07,3.0,625,1,0
30.0,0,4,62003.0,12,3,4200.0,4,9.91,0.07,7.0,616,0,1
31.0,1,1,83391.0,7,0,4050.0,1,7.51,0.05,7.0,658,0,1
22.0,1,4,80008.0,3,3,10000.0,5,11.11,0.12,4.0,685,1,0
32.0,1,0,34061.0,10,0,2000.0,2,12.99,0.06,9.0,640,0,1
22.0,1,1,35600.0,2,3,1000.0,5,7.29,0.03,4.0,631,1,0
23.0,1,3,129686.0,0,3,35000.0,0,16.48,0.27,4.0,672,0,1
24.0,0,3,53699.0,3,3,10400.0,0,12.69,0.19,4.0,534,0,0
25.0,1,3,74314.0,2,3,25000.0,3,16.62,0.34,3.0,623,0,1
30.0,0,4,109596.0,12,0,10000.0,5,6.91,0.09,8.0,532,1,0
29.0,0,1,27613.0,8,2,8300.0,4,5.42,0.3,7.0,668,0,0
22.0,1,3,82302.0,0,0,20000.0,1,16.77,0.24,4.0,621,1,0
24.0,1,3,36965.0,0,3,10000.0,3,14.61,0.27,3.0,607,0,1
21.0,0,0,36974.0,0,0,7600.0,4,6.03,0.21,4.0,505,1,0
27.0,0,1,130553.0,4,3,12840.0,2,15.19,0.1,4.0,677,0,1
28.0,1,4,88371.0,3,3,9425.0,2,11.49,0.11,8.0,668,0,0
30.0,0,2,34664.0,7,3,9250.0,3,11.48,0.27,9.0,727,0,1
32.0,1,4,147351.0,11,0,10000.0,2,8.59,0.07,9.0,657,1,0
23.0,1,0,58085.0,0,0,18000.0,3,10.95,0.31,3.0,609,0,1
38.0,0,0,107537.0,18,0,10000.0,1,11.01,0.09,13.0,684,1,0
24.0,1,4,55129.0,0,0,10625.0,1,14.27,0.19,4.0,574,0,1
24.0,0,1,35461.0,2,3,8875.0,4,11.01,0.25,2.0,605,0,1
25.0,1,1,47536.0,2,0,8500.0,4,14.65,0.18,4.0,670,0,1
25.0,0,3,42722.0,0,3,5000.0,4,16.02,0.12,3.0,545,0,1
26.0,1,3,76759.0,1,3,2984.0,0,13.28,0.04,3.0,577,1,0
22.0,1,1,64393.0,1,3,5000.0,3,14.59,0.08,4.0,595,0,1
23.0,0,0,66303.0,3,3,19000.0,4,11.14,0.29,2.0,611,0,1
21.0,0,1,85890.0,0,0,10000.0,3,15.28,0.12,3.0,666,0,1
24.0,0,0,68259.0,1,3,13000.0,0,11.83,0.19,4.0,635,1,0
32.0,0,1,54204.0,11,3,15000.0,5,13.58,0.28,5.0,619,0,1
30.0,1,0,83868.0,7,3,1000.0,2,8.59,0.01,5.0,545,0,1
26.0,0,3,48574.0,0,3,4000.0,1,5.79,0.08,4.0,656,0,1
27.0,0,0,29567.0,0,3,10000.0,3,7.68,0.34,9.0,595,0,1
37.0,0,0,130367.0,18,0,15032.0,2,12.62,0.12,13.0,629,0,1
33.0,1,0,23529.0,8,2,3500.0,0,13.16,0.15,6.0,607,0,1
23.0,1,1,64611.0,0,3,6403.0,1,14.4,0.1,4.0,555,1,0
24.0,0,4,111380.0,1,0,11000.0,5,10.99,0.1,3.0,530,1,0
33.0,0,3,54217.0,8,0,2000.0,3,14.22,0.04,6.0,652,0,1
23.0,1,4,60681.0,3,3,19400.0,1,12.69,0.32,2.0,669,0,1
47.0,1,1,15590.0,23,2,1950.0,3,12.69,0.13,12.0,645,0,1
23.0,1,1,67377.0,0,0,5000.0,1,7.03,0.07,3.0,565,1,0
27.0,1,1,25500.0,2,3,5500.0,3,6.91,0.22,7.0,674,1,0
24.0,1,1,26000.0,3,3,5000.0,4,11.71,0.19,2.0,656,0,1
24.0,1,3,97157.0,0,3,20000.0,5,13.06,0.21,4.0,545,1,0
25.0,0,3,65967.0,6,3,20000.0,0,14.11,0.3,4.0,662,0,1
21.0,0,0,72902.0,0,3,24000.0,3,10.75,0.33,2.0,601,0,1
32.0,1,1,76633.0,10,3,25000.0,2,10.25,0.33,8.0,633,0,1
23.0,0,3,62492.0,0,2,6000.0,5,5.42,0.1,2.0,637,0,0
29.0,0,0,89634.0,6,3,31119.0,2,11.3,0.35,7.0,593,0,1
24.0,0,1,69566.0,0,3,9197.0,4,6.42,0.13,4.0,653,0,0
25.0,0,1,54534.0,1,3,7500.0,3,10.78,0.14,4.0,674,0,0
22.0,1,3,44754.0,1,3,7000.0,3,9.99,0.16,4.0,588,0,1
25.0,0,0,36501.0,1,3,3000.0,2,12.21,0.08,4.0,675,0,1
41.0,0,3,48022.0,17,3,3500.0,4,13.11,0.07,13.0,667,0,0
25.0,1,0,51262.0,3,0,4000.0,2,5.99,0.08,2.0,588,1,0
25.0,0,3,47387.0,2,3,3000.0,0,7.38,0.06,3.0,636,1,0
24.0,1,3,78955.0,1,3,23000.0,2,11.99,0.29,4.0,620,0,1
25.0,0,0,69704.0,1,2,12000.0,3,10.59,0.17,3.0,567,0,0
29.0,0,0,57692.0,7,3,2000.0,0,9.99,0.03,6.0,652,0,0
35.0,0,0,110401.0,11,0,4000.0,1,7.29,0.04,9.0,671,0,0
23.0,1,0,56268.0,3,3,12800.0,4,19.41,0.23,2.0,602,0,1
28.0,0,0,76373.0,3,0,25000.0,1,12.63,0.33,6.0,597,0,0
28.0,1,4,14350.0,4,0,2150.0,0,10.78,0.15,6.0,672,0,1
26.0,1,3,66668.0,1,3,16835.0,1,11.01,0.25,5.0,628,0,1
29.0,0,1,16443.0,4,3,1625.0,3,7.65,0.1,8.0,656,0,0
22.0,1,4,58737.0,0,3,10000.0,0,17.99,0.17,4.0,682,0,1
27.0,1,4,28115.0,2,3,3500.0,4,13.99,0.12,10.0,661,0,1
23.0,0,1,27032.0,4,3,6000.0,5,13.47,0.22,3.0,645,1,0
24.0,1,4,16755.0,1,3,4000.0,4,9.88,0.24,2.0,609,0,1
32.0,1,4,49177.0,9,3,4000.0,3,12.23,0.08,8.0,691,1,0
22.0,1,1,142514.0,0,3,19550.0,4,15.62,0.14,4.0,608,0,1
24.0,0,1,106647.0,0,0,4388.0,2,8.64,0.04,4.0,650,0,1
35.0,1,1,22673.0,13,3,3000.0,4,10.53,0.13,8.0,680,0,1
25.0,0,0,56725.0,1,3,6000.0,4,14.72,0.11,4.0,647,1,0
24.0,0,3,35161.0,0,3,1565.0,3,8.33,0.04,4.0,670,1,0
35.0,0,0,40489.0,9,3,4000.0,2,16.32,0.1,10.0,629,0,1
23.0,0,3,156992.0,2,0,6800.0,1,8.49,0.04,3.0,645,1,0
24.0,0,3,22560.0,2,3,5400.0,3,15.99,0.24,3.0,535,0,1
29.0,1,0,43279.0,4,3,4000.0,5,8.67,0.09,6.0,599,1,0
25.0,0,0,112616.0,4,0,12000.0,5,6.62,0.11,2.0,633,1,0
29.0,0,4,73215.0,5,0,7200.0,4,7.88,0.1,7.0,625,1,0
24.0,1,1,67225.0,2,0,5225.0,3,9.91,0.08,4.0,680,1,0
22.0,0,1,47911.0,0,0,1000.0,3,11.01,0.02,3.0,644,0,0
21.0,0,0,71914.0,0,0,3000.0,3,7.51,0.04,4.0,620,1,0
22.0,1,1,84881.0,0,3,5600.0,4,11.14,0.07,3.0,681,1,0
35.0,0,0,39441.0,14,3,10729.0,3,14.98,0.27,6.0,673,0,1
22.0,1,3,48929.0,0,3,12000.0,5,11.01,0.25,3.0,641,0,0
23.0,1,3,70835.0,3,0,7200.0,3,11.97,0.1,2.0,633,0,1
55.0,1,0,61231.0,33,3,20000.0,2,7.51,0.33,30.0,660,0,1
22.0,0,3,31081.0,0,2,5000.0,5,6.03,0.16,2.0,566,1,0
33.0,0,1,38365.0,9,0,13000.0,4,10.74,0.34,6.0,669,0,1
24.0,0,4,58529.0,2,3,5000.0,5,10.38,0.09,3.0,582,1,0
27.0,1,1,36851.0,5,3,14500.0,5,12.45,0.39,7.0,693,0,1
28.0,1,1,36895.0,4,3,10000.0,0,9.32,0.27,7.0,665,0,1
26.0,1,1,47327.0,0,3,6000.0,5,13.19,0.13,3.0,691,0,1
27.0,1,3,35722.0,4,3,1800.0,0,13.23,0.05,5.0,558,0,1
24.0,1,0,77789.0,0,0,8000.0,5,11.01,0.1,3.0,590,1,0
24.0,0,1,84827.0,2,0,6000.0,4,15.23,0.07,2.0,568,1,0
28.0,0,4,37199.0,6,3,12000.0,0,11.14,0.32,9.0,668,0,1
24.0,0,0,90684.0,1,0,19750.0,5,11.12,0.22,3.0,632,1,0
24.0,1,1,51417.0,1,0,22250.0,5,11.11,0.43,2.0,659,1,0
23.0,0,1,12519.0,3,3,1600.0,0,10.36,0.13,2.0,635,0,1
25.0,1,3,141433.0,4,0,8400.0,1,7.29,0.06,3.0,526,1,0
24.0,0,3,68219.0,1,0,6000.0,3,11.09,0.09,4.0,582,0,1
30.0,0,1,74758.0,9,0,6000.0,2,8.44,0.08,9.0,642,1,0
25.0,1,3,102618.0,3,0,20000.0,1,10.8,0.19,3.0,586,0,0
24.0,0,4,12424.0,3,3,1000.0,4,8.49,0.08,4.0,586,0,1
23.0,1,1,118090.0,0,3,9600.0,0,10.37,0.08,3.0,575,1,0
24.0,1,3,42840.0,0,3,6000.0,1,10.7,0.14,3.0,587,1,0
24.0,0,4,97300.0,0,0,5514.0,3,8.82,0.06,2.0,667,1,0
27.0,1,1,57307.0,7,0,6000.0,1,9.99,0.1,6.0,714,1,0
24.0,1,1,110564.0,0,0,15000.0,0,7.88,0.14,2.0,683,0,0
27.0,1,1,56578.0,3,0,4000.0,4,12.53,0.07,9.0,625,0,1
27.0,0,0,39361.0,5,3,8000.0,3,9.91,0.2,7.0,653,0,0
27.0,0,3,32393.0,6,3,12000.0,5,13.22,0.37,5.0,652,0,1
21.0,1,0,36986.0,1,3,2400.0,1,16.93,0.06,2.0,653,0,1
24.0,1,3,43155.0,2,3,13400.0,3,11.01,0.31,3.0,622,0,1
23.0,1,0,121312.0,0,0,25000.0,5,11.58,0.21,3.0,620,0,0
25.0,0,0,95778.0,1,3,11160.0,3,15.44,0.12,3.0,673,0,1
24.0,1,3,72852.0,5,0,12000.0,5,9.62,0.16,4.0,593,1,0
25.0,0,3,70112.0,2,3,10600.0,3,14.91,0.15,4.0,641,0,1
23.0,0,3,85220.0,1,0,3500.0,0,5.42,0.04,3.0,630,1,0
29.0,1,1,288930.0,5,0,35000.0,4,14.91,0.12,6.0,615,1,0
23.0,0,4,44098.0,0,3,15000.0,5,14.59,0.34,4.0,708,0,1
32.0,0,0,34253.0,11,3,4000.0,2,10.62,0.12,7.0,605,0,1
22.0,0,1,8000.0,0,3,1800.0,4,14.84,0.22,2.0,643,0,1
28.0,1,4,115014.0,9,2,4800.0,5,11.71,0.04,10.0,603,1,0
32.0,1,0,68325.0,11,0,15000.0,1,7.39,0.22,10.0,646,0,0
22.0,0,1,41135.0,0,2,5000.0,3,18.25,0.12,2.0,664,1,0
37.0,0,0,80303.0,17,2,17000.0,4,12.73,0.21,17.0,634,1,0
38.0,1,0,12742.0,16,3,2200.0,1,9.63,0.17,17.0,677,0,1
24.0,1,1,87467.0,0,3,12000.0,3,14.23,0.14,4.0,678,1,0
32.0,0,1,39402.0,12,3,5000.0,0,18.25,0.13,7.0,654,0,1
28.0,1,1,48126.0,4,0,5000.0,0,12.53,0.1,6.0,567,1,0
25.0,1,4,54423.0,0,3,9000.0,4,10.65,0.17,4.0,523,1,0
27.0,1,1,20351.0,5,3,6155.0,3,8.86,0.3,4.0,664,0,1
23.0,1,3,41961.0,0,3,8000.0,4,10.95,0.19,3.0,511,0,1
34.0,0,1,37264.0,10,3,3600.0,2,6.92,0.1,6.0,699,0,1
23.0,1,1,36932.0,0,3,6000.0,4,15.46,0.16,3.0,611,0,1
24.0,1,0,54246.0,0,3,2000.0,4,8.0,0.04,3.0,689,0,1
26.0,1,0,65984.0,4,0,5000.0,3,15.62,0.08,4.0,633,0,1
28.0,1,1,115177.0,9,0,4500.0,3,10.99,0.04,7.0,657,1,0
25.0,1,3,38461.0,1,0,4750.0,1,11.01,0.12,2.0,666,0,1
26.0,1,3,39425.0,4,0,15000.0,3,15.33,0.38,3.0,480,0,1
30.0,1,4,47911.0,11,3,1500.0,0,7.51,0.03,9.0,686,0,1
42.0,1,4,145263.0,17,0,9250.0,1,11.86,0.06,13.0,667,0,0
26.0,1,4,77564.0,2,3,7500.0,1,9.83,0.1,4.0,633,0,0
22.0,1,0,73356.0,0,0,18000.0,1,9.88,0.25,3.0,659,1,0
39.0,1,3,38486.0,15,3,10000.0,1,9.31,0.26,14.0,630,0,1
22.0,0,1,120956.0,1,3,1200.0,0,8.59,0.01,4.0,642,1,0
25.0,1,1,42969.0,1,3,1053.0,5,9.22,0.02,3.0,609,1,0
22.0,1,1,86409.0,0,3,6000.0,3,11.01,0.07,4.0,610,0,0
32.0,1,0,91017.0,9,0,22000.0,4,13.92,0.24,10.0,654,1,0
30.0,1,3,65601.0,8,0,4000.0,2,6.03,0.06,5.0,627,0,0
23.0,1,3,31167.0,4,3,4025.0,5,9.91,0.13,4.0,589,1,0
36.0,1,2,53701.0,12,0,9400.0,0,13.3,0.18,15.0,629,0,1
25.0,1,0,49328.0,4,3,5000.0,0,12.43,0.1,3.0,596,1,0
28.0,0,0,36900.0,4,3,10000.0,5,9.53,0.27,5.0,548,0,1
44.0,1,3,118400.0,21,3,5000.0,2,15.96,0.04,13.0,683,1,0
22.0,1,3,77789.0,0,3,10000.0,0,12.69,0.13,4.0,642,0,1
27.0,0,1,54292.0,1,3,5000.0,5,16.89,0.09,10.0,582,0,1
23.0,0,0,36441.0,1,0,4000.0,3,16.32,0.11,4.0,585,0,1
29.0,1,2,53706.0,8,3,11829.0,0,14.44,0.22,8.0,598,0,1
25.0,1,1,84707.0,0,3,12000.0,3,10.56,0.14,3.0,577,1,0
39.0,0,3,53445.0,17,3,16000.0,3,11.01,0.3,16.0,648,0,1
39.0,0,0,54329.0,16,3,15000.0,0,12.53,0.28,13.0,651,0,1
34.0,1,4,32082.0,9,3,10000.0,5,12.42,0.31,7.0,671,0,1
26.0,1,3,127468.0,4,0,24000.0,3,14.61,0.19,3.0,618,0,1
29.0,1,4,151356.0,2,0,10000.0,5,5.79,0.07,10.0,689,1,0
22.0,0,0,40441.0,0,3,9800.0,0,11.01,0.24,2.0,660,0,1
39.0,0,3,70675.0,17,3,21000.0,1,10.83,0.3,16.0,654,0,1
30.0,0,1,91022.0,10,3,25000.0,0,14.69,0.27,5.0,661,0,1
34.0,0,0,35215.0,13,3,9175.0,1,12.69,0.26,5.0,656,0,1
22.0,1,3,32558.0,0,3,1500.0,1,11.11,0.05,3.0,535,1,0
26.0,1,1,72773.0,0,0,1800.0,4,12.13,0.02,3.0,695,0,0
36.0,0,1,42029.0,15,3,8000.0,2,17.74,0.19,17.0,682,0,1
22.0,1,0,72747.0,0,0,3500.0,1,9.99,0.05,2.0,644,1,0
27.0,0,3,75448.0,7,3,5000.0,2,11.01,0.07,5.0,705,0,0
25.0,1,1,90822.0,1,0,12000.0,0,11.01,0.13,3.0,662,1,0
25.0,0,3,29753.0,0,3,8500.0,5,9.88,0.29,4.0,650,0,1
22.0,1,0,58920.0,0,3,4500.0,2,9.76,0.08,2.0,450,0,1
24.0,1,0,171378.0,0,2,7500.0,5,7.88,0.04,2.0,637,0,0
30.0,0,3,48864.0,5,3,23687.0,1,11.01,0.48,8.0,627,0,1
23.0,0,1,36984.0,1,3,10300.0,4,8.94,0.28,2.0,649,0,1
48.0,0,3,60715.0,28,3,4000.0,1,7.68,0.07,11.0,647,0,0
37.0,1,3,63489.0,16,3,14000.0,5,13.16,0.22,11.0,645,1,0
27.0,0,3,157066.0,3,3,12000.0,1,15.23,0.08,10.0,654,0,0
27.0,0,3,34765.0,4,3,12000.0,3,7.51,0.35,9.0,659,0,1
24.0,1,1,43100.0,0,2,3500.0,5,16.0,0.08,3.0,692,1,0
31.0,0,1,37050.0,6,3,5000.0,2,9.91,0.13,5.0,628,0,1
27.0,1,3,99491.0,6,0,10000.0,5,6.92,0.1,9.0,561,1,0
21.0,1,0,16555.0,0,3,1875.0,0,6.99,0.11,3.0,630,1,0
28.0,0,3,72882.0,6,2,16000.0,4,12.72,0.22,7.0,628,0,0
25.0,0,0,42208.0,4,3,8400.0,4,11.01,0.2,4.0,663,0,0
29.0,1,3,71629.0,3,0,16000.0,5,9.88,0.22,6.0,667,1,0
33.0,1,0,46519.0,10,3,4900.0,1,10.28,0.11,6.0,624,0,1
23.0,1,1,115165.0,4,0,19800.0,2,13.22,0.17,3.0,675,0,1
33.0,1,0,113627.0,10,3,7000.0,2,11.49,0.06,10.0,685,0,0
35.0,0,0,82084.0,11,0,9305.0,0,8.32,0.11,9.0,666,1,0
31.0,0,1,92263.0,8,3,20000.0,2,13.85,0.22,8.0,626,0,1
27.0,1,0,50180.0,4,3,12723.0,3,13.59,0.25,5.0,680,0,1
26.0,1,1,145125.0,1,0,20000.0,4,13.85,0.14,3.0,586,1,0
24.0,1,1,49309.0,0,2,2000.0,5,12.53,0.04,4.0,677,1,0
24.0,0,0,88185.0,1,0,9325.0,2,12.53,0.11,2.0,580,0,1
22.0,1,1,16301.0,0,2,4750.0,5,11.01,0.29,2.0,640,0,1
25.0,0,0,34756.0,0,3,7500.0,1,15.33,0.22,3.0,604,0,1
33.0,1,4,87479.0,10,3,1925.0,5,14.35,0.02,10.0,694,0,1
25.0,0,0,28155.0,3,3,8000.0,2,14.46,0.28,2.0,565,0,1
23.0,1,1,57737.0,0,3,4000.0,1,12.53,0.07,4.0,680,1,0
29.0,1,1,37310.0,10,3,1500.0,0,11.49,0.04,8.0,683,0,1
22.0,1,1,61070.0,2,0,10000.0,5,11.03,0.16,4.0,678,1,0
27.0,1,1,95627.0,8,3,3739.0,0,14.5,0.04,8.0,654,0,1
24.0,0,3,247174.0,0,0,11000.0,3,10.99,0.04,4.0,688,0,0
26.0,1,1,58463.0,2,3,6000.0,4,16.45,0.1,4.0,617,0,1
23.0,1,3,58589.0,0,3,4574.0,4,10.57,0.08,3.0,543,0,1
32.0,1,3,136577.0,11,0,15000.0,2,15.68,0.11,5.0,644,0,0
32.0,1,1,116139.0,6,3,4000.0,0,17.93,0.03,9.0,622,0,1
26.0,1,4,97169.0,3,0,6000.0,2,8.0,0.06,4.0,686,0,0
32.0,1,0,81271.0,8,3,15000.0,3,11.01,0.18,5.0,626,0,1
26.0,1,1,27792.0,3,3,2500.0,4,7.2,0.09,4.0,709,0,1
21.0,0,0,53736.0,2,3,8000.0,5,16.29,0.15,3.0,680,0,1
22.0,1,1,44476.0,2,0,7000.0,0,14.84,0.16,3.0,595,0,1
30.0,1,4,38305.0,5,0,2400.0,2,10.65,0.06,5.0,672,0,1
26.0,1,1,57547.0,8,3,8400.0,5,11.83,0.15,4.0,630,1,0
30.0,0,3,72930.0,7,3,12000.0,4,11.43,0.16,10.0,647,1,0
22.0,0,0,39705.0,2,3,15000.0,4,13.22,0.38,2.0,620,0,1
31.0,0,3,47801.0,8,0,22000.0,1,11.36,0.46,5.0,680,0,1
31.0,1,0,80028.0,9,0,2400.0,2,9.91,0.03,5.0,557,0,1
41.0,1,3,68230.0,18,0,6000.0,3,11.01,0.09,12.0,557,1,0
31.0,0,4,127097.0,8,0,12067.0,5,6.2,0.09,7.0,723,1,0
23.0,0,1,40232.0,0,3,3725.0,0,6.54,0.09,2.0,472,1,0
25.0,1,4,70383.0,4,3,6000.0,1,11.28,0.09,3.0,678,0,1
32.0,1,3,84889.0,11,0,9000.0,2,7.14,0.11,10.0,568,1,0
32.0,1,0,70708.0,10,3,7500.0,0,11.86,0.11,12.0,628,0,0
40.0,0,4,66930.0,17,0,6000.0,4,9.76,0.09,14.0,727,0,1
27.0,0,3,46895.0,2,3,10000.0,3,15.23,0.21,7.0,612,1,0
38.0,1,0,80358.0,15,0,5000.0,0,12.92,0.06,16.0,643,0,1
25.0,0,3,101872.0,3,3,3000.0,0,5.79,0.03,3.0,608,1,0
28.0,1,3,33441.0,6,3,8500.0,5,15.96,0.25,10.0,648,0,1
30.0,1,1,45805.0,7,3,2600.0,1,9.25,0.06,7.0,504,1,0
28.0,0,4,42888.0,7,3,10000.0,3,16.65,0.23,8.0,638,1,0
23.0,1,4,78892.0,0,3,6000.0,1,9.63,0.08,3.0,578,1,0
27.0,0,0,37146.0,8,3,10948.0,4,10.08,0.29,9.0,494,0,1
24.0,1,3,38547.0,4,3,10000.0,1,11.34,0.26,4.0,521,0,1
23.0,1,3,28492.0,2,0,3600.0,2,17.27,0.13,3.0,502,0,1
25.0,1,1,90785.0,4,3,30000.0,2,16.89,0.33,4.0,649,0,1
24.0,1,3,87529.0,2,0,16000.0,1,10.25,0.18,3.0,556,1,0
23.0,1,4,67877.0,0,3,9000.0,2,10.94,0.13,3.0,686,1,0
30.0,1,3,94882.0,7,3,25000.0,2,11.01,0.26,9.0,635,0,1
27.0,0,0,130728.0,3,0,10000.0,3,6.54,0.08,8.0,635,1,0
24.0,1,0,148324.0,3,3,15000.0,4,15.37,0.1,4.0,532,0,1
27.0,1,0,87152.0,4,0,2600.0,1,9.25,0.03,7.0,577,0,0
29.0,1,4,75564.0,7,0,12000.0,5,7.51,0.16,8.0,650,1,0
23.0,1,1,31524.0,2,3,4500.0,3,9.99,0.14,4.0,588,1,0
28.0,0,4,120238.0,8,0,6500.0,0,5.99,0.05,6.0,672,0,0
26.0,0,3,35975.0,1,3,3301.0,2,13.37,0.09,4.0,606,0,1
37.0,1,0,192877.0,15,0,24000.0,4,6.54,0.12,15.0,694,1,0
21.0,1,3,23294.0,0,3,3500.0,3,13.35,0.15,2.0,581,0,1
26.0,0,1,49311.0,3,2,10000.0,2,11.86,0.2,4.0,630,0,0
23.0,1,3,56467.0,0,3,10000.0,0,12.61,0.18,2.0,659,0,1
24.0,0,0,62062.0,3,3,9000.0,3,5.79,0.15,3.0,687,0,0
23.0,1,3,70916.0,1,3,10000.0,0,7.88,0.14,2.0,638,1,0
55.0,0,3,61229.0,32,3,20000.0,0,7.51,0.33,28.0,705,0,1
39.0,0,0,63486.0,17,3,6500.0,4,11.01,0.1,12.0,650,1,0
30.0,1,3,58515.0,5,3,6740.0,4,15.62,0.12,10.0,668,0,1
42.0,1,3,28403.0,22,3,10000.0,1,10.99,0.35,17.0,650,0,1
29.0,0,1,118387.0,6,3,15438.0,0,12.63,0.13,4.0,668,0,1
27.0,1,4,40781.0,4,3,9000.0,4,9.99,0.22,7.0,671,0,1
25.0,0,3,44083.0,2,3,12242.0,3,10.83,0.28,4.0,702,0,1
27.0,1,1,96880.0,8,0,8500.0,4,6.03,0.09,6.0,684,0,0
31.0,0,0,60919.0,7,0,4800.0,2,6.03,0.08,5.0,650,1,0
24.0,1,3,89793.0,0,0,26141.0,5,11.01,0.29,2.0,655,0,1
26.0,1,3,34199.0,6,3,4087.0,3,13.76,0.12,6.0,571,1,0
25.0,1,3,39425.0,2,3,8575.0,3,15.62,0.22,2.0,676,0,1
22.0,0,3,61029.0,0,3,25000.0,5,12.23,0.41,3.0,623,0,1
26.0,0,1,36934.0,4,3,7200.0,5,13.4,0.19,6.0,628,1,0
24.0,0,3,43994.0,0,3,13000.0,0,7.29,0.3,3.0,617,0,1
25.0,0,1,73422.0,3,0,12500.0,1,11.49,0.17,4.0,578,1,0
28.0,0,3,127153.0,7,0,24000.0,0,11.01,0.19,6.0,601,1,0
29.0,0,4,97361.0,7,0,8000.0,3,7.14,0.08,7.0,597,1,0
32.0,0,4,44379.0,10,3,4800.0,1,14.11,0.11,6.0,680,1,0
31.0,1,4,280740.0,9,0,25000.0,1,17.6,0.09,11.0,612,0,1
26.0,1,0,67550.0,7,3,12000.0,4,12.42,0.18,3.0,692,0,0
27.0,0,3,63090.0,1,2,9647.0,1,10.3,0.15,6.0,644,1,0
26.0,1,3,81254.0,2,0,10000.0,3,11.29,0.12,3.0,640,1,0
23.0,0,0,25981.0,0,3,10000.0,4,12.21,0.38,4.0,628,0,1
31.0,0,0,54787.0,5,3,14000.0,4,7.91,0.26,6.0,609,0,1
27.0,0,3,46534.0,6,3,1500.0,5,11.94,0.03,6.0,632,1,0
27.0,1,4,58452.0,3,3,24977.0,5,10.6,0.43,7.0,676,0,1
26.0,1,1,44275.0,4,3,4000.0,3,13.83,0.09,3.0,695,0,1
27.0,0,0,57566.0,6,3,9000.0,1,12.98,0.16,7.0,619,1,0
27.0,0,1,73002.0,8,3,3000.0,5,11.71,0.04,6.0,668,0,0
48.0,0,3,103461.0,24,0,10000.0,1,7.51,0.1,13.0,629,0,0
23.0,0,0,83747.0,1,0,15000.0,2,14.96,0.18,2.0,606,0,1
26.0,0,1,49812.0,2,0,10000.0,4,13.48,0.2,3.0,677,1,0
30.0,0,1,103333.0,8,3,14000.0,5,14.22,0.14,7.0,649,1,0
27.0,1,1,51487.0,6,3,1000.0,5,11.4,0.02,5.0,649,1,0
23.0,1,0,35885.0,0,3,6000.0,5,5.99,0.17,3.0,524,1,0
51.0,0,1,45772.0,27,3,3000.0,3,10.62,0.07,30.0,722,0,1
24.0,1,1,90929.0,4,0,15000.0,2,6.03,0.16,2.0,611,1,0
27.0,1,1,40435.0,2,3,9774.0,5,12.86,0.24,6.0,644,0,1
32.0,1,1,37287.0,10,3,11450.0,3,9.99,0.31,6.0,635,0,1
26.0,0,1,84948.0,0,3,11000.0,2,6.62,0.13,4.0,595,1,0
23.0,1,3,30056.0,0,3,5000.0,2,14.27,0.17,2.0,578,0,1
31.0,1,3,64590.0,9,0,3000.0,1,15.23,0.05,5.0,575,1,0
24.0,0,0,72970.0,3,0,10000.0,4,7.49,0.14,4.0,651,1,0
29.0,0,3,39524.0,6,3,5000.0,2,11.01,0.13,10.0,593,0,1
25.0,0,0,115618.0,5,3,12000.0,1,11.23,0.1,4.0,665,1,0
28.0,1,4,130482.0,2,3,12486.0,2,13.43,0.1,7.0,687,0,1
36.0,1,0,67967.0,12,0,12890.0,1,9.88,0.19,11.0,565,1,0
31.0,0,1,36669.0,6,3,10000.0,0,8.63,0.27,5.0,637,0,1
26.0,0,0,56103.0,3,3,5708.0,4,10.71,0.1,5.0,648,1,0
27.0,1,1,310552.0,3,3,35000.0,1,18.64,0.11,10.0,588,0,1
